,,,,IUL Cap,12%
,,,,IUL Floor,0%
,,,,,
Date,Value,Value (Trimmed),Rolling Annual Returns,IUL Returns,IUL Returns Value
1-Jul-64,  83.22,83.22,20.5%,12%,10%
1-Jun-64,  80.24,80.24,14.4%,12%,10%
1-May-64,  80.72,80.72,15.1%,12%,10%
1-Apr-64,  79.94,79.94,16.3%,12%,10%
1-Mar-64,  78.80,78.8,20.0%,12%,10%
1-Feb-64,  77.39,77.39,17.4%,12%,10%
1-Jan-64,  76.45,76.45,17.5%,12%,10%
1-Dec-63,  74.17,74.17,18.4%,12%,10%
1-Nov-63,  72.62,72.62,21.0%,12%,10%
1-Oct-63,  73.03,73.03,30.0%,12%,10%
1-Sep-63,  72.85,72.85,25.6%,12%,10%
1-Aug-63,  70.98,70.98,21.3%,12%,10%
1-Jul-63,  69.07,69.07,21.2%,12%,10%
1-Jun-63,  70.11,70.11,26.0%,12%,10%
1-May-63,  70.14,70.14,11.4%,11%,10%
1-Apr-63,  68.76,68.76,1.0%,1%,1%
1-Mar-63,  65.67,65.67,-6.6%,0%,0%
1-Feb-63,  65.92,65.92,-6.1%,0%,0%
1-Jan-63,  65.06,65.06,-5.8%,0%,0%
1-Dec-62,  62.64,62.64,-12.7%,0%,0%
1-Nov-62,  60.04,60.04,-15.5%,0%,0%
1-Oct-62,  56.17,56.17,-17.4%,0%,0%
1-Sep-62,  58.00,58,-13.8%,0%,0%
1-Aug-62,  58.52,58.52,-13.7%,0%,0%
1-Jul-62,  56.97,56.97,-12.9%,0%,0%
1-Jun-62,  55.63,55.63,-15.2%,0%,0%
1-May-62,  62.99,62.99,-5.3%,0%,0%
1-Apr-62,  68.05,68.05,3.4%,3%,3%
1-Mar-62,  70.29,70.29,9.6%,10%,10%
1-Feb-62,  70.22,70.22,12.9%,12%,10%
1-Jan-62,  69.07,69.07,15.7%,12%,10%
1-Dec-61,  71.74,71.74,26.3%,12%,10%
1-Nov-61,  71.08,71.08,28.1%,12%,10%
1-Oct-61,  68.00,68,26.6%,12%,10%
1-Sep-61,  67.26,67.26,22.7%,12%,10%
1-Aug-61,  67.79,67.79,20.0%,12%,10%
1-Jul-61,  65.44,65.44,17.2%,12%,10%
1-Jun-61,  65.62,65.62,14.6%,12%,10%
1-May-61,  66.50,66.5,20.4%,12%,10%
1-Apr-61,  65.83,65.83,18.1%,12%,10%
1-Mar-61,  64.12,64.12,16.5%,12%,10%
1-Feb-61,  62.17,62.17,11.5%,11%,10%
1-Jan-61,  59.72,59.72,2.9%,3%,3%
1-Dec-60,  56.80,56.8,-3.8%,0%,0%
1-Nov-60,  55.47,55.47,-3.1%,0%,0%
1-Oct-60,  53.73,53.73,-5.7%,0%,0%
1-Sep-60,  54.81,54.81,-3.9%,0%,0%
1-Aug-60,  56.51,56.51,-4.9%,0%,0%
1-Jul-60,  55.84,55.84,-6.5%,0%,0%
1-Jun-60,  57.26,57.26,-0.3%,0%,0%
1-May-60,  55.22,55.22,-4.7%,0%,0%
1-Apr-60,  55.73,55.73,-2.4%,0%,0%
1-Mar-60,  55.02,55.02,-2.0%,0%,0%
1-Feb-60,  55.78,55.78,1.8%,2%,2%
1-Jan-60,  58.03,58.03,4.3%,4%,4%
1-Dec-59,  59.06,59.06,10.4%,10%,10%
1-Nov-59,  57.23,57.23,9.0%,9%,9%
1-Oct-59,  57.00,57,11.9%,12%,10%
1-Sep-59,  57.05,57.05,16.5%,12%,10%
1-Aug-59,  59.40,59.4,24.5%,12%,10%
1-Jul-59,  59.74,59.74,29.9%,12%,10%
1-Jun-59,  57.46,57.46,28.4%,12%,10%
1-May-59,  57.96,57.96,32.6%,12%,10%
1-Apr-59,  57.10,57.1,34.9%,12%,10%
1-Mar-59,  56.16,56.16,33.4%,12%,10%
1-Feb-59,  54.77,54.77,32.7%,12%,10%
1-Jan-59,  55.62,55.62,35.3%,12%,10%
1-Dec-58,  53.49,53.49,32.6%,12%,10%
1-Nov-58,  52.50,52.5,30.1%,12%,10%
1-Oct-58,  50.95,50.95,23.5%,12%,10%
1-Sep-58,  48.96,48.96,11.3%,11%,10%
1-Aug-58,  47.70,47.7,4.1%,4%,4%
1-Jul-58,  45.98,45.98,-5.2%,0%,0%
1-Jun-58,  44.75,44.75,-5.9%,0%,0%
1-May-58,  43.70,43.7,-6.6%,0%,0%
1-Apr-58,  42.34,42.34,-6.0%,0%,0%
1-Mar-58,  42.11,42.11,-4.4%,0%,0%
1-Feb-58,  41.26,41.26,-5.1%,0%,0%
1-Jan-58,  41.12,41.12,-9.5%,0%,0%
1-Dec-57,  40.33,40.33,-13.2%,0%,0%
1-Nov-57,  40.35,40.35,-11.8%,0%,0%
1-Oct-57,  41.24,41.24,-10.8%,0%,0%
1-Sep-57,  43.98,43.98,-6.1%,0%,0%
1-Aug-57,  45.84,45.84,-5.5%,0%,0%
1-Jul-57,  48.51,48.51,-0.6%,0%,0%
1-Jun-57,  47.55,47.55,2.8%,3%,3%
1-May-57,  46.78,46.78,0.5%,1%,1%
1-Apr-57,  45.05,45.05,-6.2%,0%,0%
1-Mar-57,  44.03,44.03,-7.3%,0%,0%
1-Feb-57,  43.47,43.47,-2.2%,0%,0%
1-Jan-57,  45.43,45.43,2.9%,3%,3%
1-Dec-56,  46.44,46.44,2.4%,2%,2%
1-Nov-56,  45.76,45.76,1.8%,2%,2%
1-Oct-56,  46.24,46.24,9.8%,10%,10%
1-Sep-56,  46.84,46.84,5.6%,6%,6%
1-Aug-56,  48.49,48.49,14.3%,12%,10%
1-Jul-56,  48.78,48.78,14.3%,12%,10%
1-Jun-56,  46.27,46.27,16.3%,12%,10%
1-May-56,  46.54,46.54,23.8%,12%,10%
1-Apr-56,  48.05,48.05,27.3%,12%,10%
1-Mar-56,  47.49,47.49,30.1%,12%,10%
1-Feb-56,  44.43,44.43,20.8%,12%,10%
1-Jan-56,  44.15,44.15,24.0%,12%,10%
1-Dec-55,  45.37,45.37,29.7%,12%,10%
1-Nov-55,  44.95,44.95,34.4%,12%,10%
1-Oct-55,  42.11,42.11,30.9%,12%,10%
1-Sep-55,  44.34,44.34,41.0%,12%,10%
1-Aug-55,  42.43,42.43,38.1%,12%,10%
1-Jul-55,  42.69,42.69,41.7%,12%,10%
1-Jun-55,  39.78,39.78,37.4%,12%,10%
1-May-55,  37.60,37.6,30.9%,12%,10%
1-Apr-55,  37.76,37.76,36.7%,12%,10%
1-Mar-55,  36.50,36.5,37.4%,12%,10%
1-Feb-55,  36.79,36.79,41.4%,12%,10%
1-Jan-55,  35.60,35.6,39.8%,12%,10%
1-Dec-54,  34.97,34.97,40.8%,12%,10%
1-Nov-54,  33.44,33.44,36.5%,12%,10%
1-Oct-54,  32.18,32.18,34.3%,12%,10%
1-Sep-54,  31.45,31.45,35.2%,12%,10%
1-Aug-54,  30.73,30.73,26.0%,12%,10%
1-Jul-54,  30.13,30.13,24.0%,12%,10%
1-Jun-54,  28.96,28.96,20.9%,12%,10%
1-May-54,  28.73,28.73,15.7%,12%,10%
1-Apr-54,  27.63,27.63,11.8%,12%,10%
1-Mar-54,  26.57,26.57,2.2%,2%,2%
1-Feb-54,  26.02,26.02,0.6%,1%,1%
1-Jan-54,  25.46,25.46,-2.8%,0%,0%
1-Dec-53,  24.83,24.83,-4.6%,0%,0%
1-Nov-53,  24.50,24.5,-2.1%,0%,0%
1-Oct-53,  23.97,23.97,-1.2%,0%,0%
1-Sep-53,  23.27,23.27,-6.1%,0%,0%
1-Aug-53,  24.39,24.39,-3.1%,0%,0%
1-Jul-53,  24.29,24.29,-3.1%,0%,0%
1-Jun-53,  23.95,23.95,-1.8%,0%,0%
1-May-53,  24.84,24.84,4.7%,5%,5%
1-Apr-53,  24.71,24.71,4.1%,4%,4%
1-Mar-53,  25.99,25.99,9.2%,9%,9%
1-Feb-53,  25.86,25.86,8.9%,9%,9%
1-Jan-53,  26.18,26.18,8.2%,8%,8%
1-Dec-52,  26.04,26.04,11.2%,11%,10%
1-Nov-52,  25.03,25.03,10.2%,10%,10%
1-Oct-52,  24.26,24.26,3.9%,4%,4%
1-Sep-52,  24.78,24.78,5.5%,6%,6%
1-Aug-52,  25.18,25.18,10.0%,10%,10%
1-Jul-52,  25.08,25.08,14.4%,12%,10%
1-Jun-52,  24.38,24.38,13.1%,12%,10%
1-May-52,  23.73,23.73,8.2%,8%,8%
1-Apr-52,  23.74,23.74,8.3%,8%,8%
1-Mar-52,  23.81,23.81,10.1%,10%,10%
1-Feb-52,  23.75,23.75,8.0%,8%,8%
1-Jan-52,  24.19,24.19,14.0%,12%,10%
1-Dec-51,  23.41,23.41,18.5%,12%,10%
1-Nov-51,  22.71,22.71,14.5%,12%,10%
1-Oct-51,  23.36,23.36,17.6%,12%,10%
1-Sep-51,  23.48,23.48,23.1%,12%,10%
1-Aug-51,  22.89,22.89,24.2%,12%,10%
1-Jul-51,  21.93,21.93,26.2%,12%,10%
1-Jun-51,  21.55,21.55,15.0%,12%,10%
1-May-51,  21.93,21.93,18.9%,12%,10%
1-Apr-51,  21.92,21.92,22.9%,12%,10%
1-Mar-51,  21.63,21.63,24.7%,12%,10%
1-Feb-51,  22.00,22,27.8%,12%,10%
1-Jan-51,  21.21,21.21,25.7%,12%,10%
1-Dec-50,  19.75,19.75,19.4%,12%,10%
1-Nov-50,  19.83,19.83,23.1%,12%,10%
1-Oct-50,  19.87,19.87,25.0%,12%,10%
1-Sep-50,  19.08,19.08,23.2%,12%,10%
1-Aug-50,  18.43,18.43,20.5%,12%,10%
1-Jul-50,  17.38,17.38,17.8%,12%,10%
1-Jun-50,  18.74,18.74,34.1%,12%,10%
1-May-50,  18.44,18.44,24.8%,12%,10%
1-Apr-50,  17.84,17.84,19.8%,12%,10%
1-Mar-50,  17.35,17.35,16.4%,12%,10%
1-Feb-50,  17.21,17.21,16.5%,12%,10%
1-Jan-50,  16.88,16.88,9.9%,10%,10%
1-Dec-49,  16.54,16.54,8.9%,9%,9%
1-Nov-49,  16.11,16.11,5.4%,5%,5%
1-Oct-49,  15.89,15.89,-1.9%,0%,0%
1-Sep-49,  15.49,15.49,-1.7%,0%,0%
1-Aug-49,  15.29,15.29,-4.1%,0%,0%
1-Jul-49,  14.76,14.76,-10.1%,0%,0%
1-Jun-49,  13.97,13.97,-16.9%,0%,0%
1-May-49,  14.78,14.78,-8.5%,0%,0%
1-Apr-49,  14.89,14.89,-3.3%,0%,0%
1-Mar-49,  14.91,14.91,4.3%,4%,4%
1-Feb-49,  14.77,14.77,4.8%,5%,5%
1-Jan-49,  15.36,15.36,3.6%,4%,4%
1-Dec-48,  15.19,15.19,1.1%,1%,1%
1-Nov-48,  15.29,15.29,0.1%,0%,0%
1-Oct-48,  16.19,16.19,4.8%,5%,5%
1-Sep-48,  15.76,15.76,4.6%,5%,5%
1-Aug-48,  15.94,15.94,3.1%,3%,3%
1-Jul-48,  16.42,16.42,4.1%,4%,4%
1-Jun-48,  16.82,16.82,13.3%,12%,10%
1-May-48,  16.15,16.15,12.6%,12%,10%
1-Apr-48,  15.40,15.4,5.5%,5%,5%
1-Mar-48,  14.30,14.3,-5.7%,0%,0%
1-Feb-48,  14.10,14.1,-10.8%,0%,0%
1-Jan-48,  14.83,14.83,-2.5%,0%,0%
1-Dec-47,  15.03,15.03,-0.7%,0%,0%
1-Nov-47,  15.27,15.27,3.9%,4%,4%
1-Oct-47,  15.45,15.45,4.7%,5%,5%
1-Sep-47,  15.06,15.06,-0.2%,0%,0%
1-Aug-47,  15.46,15.46,-12.7%,0%,0%
1-Jul-47,  15.77,15.77,-12.6%,0%,0%
1-Jun-47,  14.84,14.84,-20.1%,0%,0%
1-May-47,  14.34,14.34,-23.3%,0%,0%
1-Apr-47,  14.60,14.6,-21.8%,0%,0%
1-Mar-47,  15.16,15.16,-13.5%,0%,0%
1-Feb-47,  15.80,15.8,-12.6%,0%,0%
1-Jan-47,  15.21,15.21,-15.6%,0%,0%
1-Dec-46,  15.13,15.13,-12.7%,0%,0%
1-Nov-46,  14.69,14.69,-13.8%,0%,0%
1-Oct-46,  14.75,14.75,-10.6%,0%,0%
1-Sep-46,  15.09,15.09,-4.7%,0%,0%
1-Aug-46,  17.70,17.7,19.4%,12%,10%
1-Jul-46,  18.05,18.05,22.1%,12%,10%
1-Jun-46,  18.58,18.58,23.1%,12%,10%
1-May-46,  18.70,18.7,26.2%,12%,10%
1-Apr-46,  18.66,18.66,30.7%,12%,10%
1-Mar-46,  17.53,17.53,25.8%,12%,10%
1-Feb-46,  18.07,18.07,29.6%,12%,10%
1-Jan-46,  18.02,18.02,33.6%,12%,10%
1-Dec-45,  17.33,17.33,32.3%,12%,10%
1-Nov-45,  17.04,17.04,32.9%,12%,10%
1-Oct-45,  16.50,16.5,27.8%,12%,10%
1-Sep-45,  15.84,15.84,25.7%,12%,10%
1-Aug-45,  14.83,14.83,15.8%,12%,10%
1-Jul-45,  14.78,14.78,13.7%,12%,10%
1-Jun-45,  15.09,15.09,19.1%,12%,10%
1-May-45,  14.82,14.82,22.5%,12%,10%
1-Apr-45,  14.28,14.28,20.1%,12%,10%
1-Mar-45,  13.93,13.93,15.1%,12%,10%
1-Feb-45,  13.94,13.94,18.4%,12%,10%
1-Jan-45,  13.49,13.49,13.8%,12%,10%
1-Dec-44,  13.10,13.1,14.1%,12%,10%
1-Nov-44,  12.82,12.82,13.2%,12%,10%
1-Oct-44,  12.91,12.91,8.7%,9%,9%
1-Sep-44,  12.60,12.6,5.1%,5%,5%
1-Aug-44,  12.81,12.81,9.1%,9%,9%
1-Jul-44,  13.00,13,5.3%,5%,5%
1-Jun-44,  12.67,12.67,4.7%,5%,5%
1-May-44,  12.10,12.1,1.8%,2%,2%
1-Apr-44,  11.89,11.89,3.9%,4%,4%
1-Mar-44,  12.10,12.1,9.3%,9%,9%
1-Feb-44,  11.77,11.77,10.1%,10%,10%
1-Jan-44,  11.85,11.85,17.4%,12%,10%
1-Dec-43,  11.48,11.48,20.6%,12%,10%
1-Nov-43,  11.33,11.33,19.6%,12%,10%
1-Oct-43,  11.88,11.88,27.5%,12%,10%
1-Sep-43,  11.99,11.99,38.1%,12%,10%
1-Aug-43,  11.74,11.74,36.7%,12%,10%
1-Jul-43,  12.35,12.35,42.9%,12%,10%
1-Jun-43,  12.10,12.1,45.3%,12%,10%
1-May-43,  11.89,11.89,49.9%,12%,10%
1-Apr-43,  11.44,11.44,45.9%,12%,10%
1-Mar-43,  11.07,11.07,35.3%,12%,10%
1-Feb-43,  10.69,10.69,23.6%,12%,10%
1-Jan-43,  10.09,10.09,13.0%,12%,10%
1-Dec-42,  9.52,9.52,8.7%,9%,9%
1-Nov-42,  9.47,9.47,1.1%,1%,1%
1-Oct-42,  9.32,9.32,-5.2%,0%,0%
1-Sep-42,  8.68,8.68,-15.2%,0%,0%
1-Aug-42,  8.59,8.59,-15.9%,0%,0%
1-Jul-42,  8.64,8.64,-15.8%,0%,0%
1-Jun-42,  8.33,8.33,-14.7%,0%,0%
1-May-42,  7.93,7.93,-15.9%,0%,0%
1-Apr-42,  7.84,7.84,-18.7%,0%,0%
1-Mar-42,  8.18,8.18,-17.8%,0%,0%
1-Feb-42,  8.65,8.65,-12.5%,0%,0%
1-Jan-42,  8.93,8.93,-15.4%,0%,0%
1-Dec-41,  8.76,8.76,-16.8%,0%,0%
1-Nov-41,  9.37,9.37,-14.7%,0%,0%
1-Oct-41,  9.83,9.83,-8.4%,0%,0%
1-Sep-41,  10.24,10.24,-3.7%,0%,0%
1-Aug-41,  10.21,10.21,0.1%,0%,0%
1-Jul-41,  10.26,10.26,2.7%,3%,3%
1-Jun-41,  9.76,9.76,0.9%,1%,1%
1-May-41,  9.43,9.43,-10.9%,0%,0%
1-Apr-41,  9.64,9.64,-21.4%,0%,0%
1-Mar-41,  9.95,9.95,-18.1%,0%,0%
1-Feb-41,  9.89,9.89,-19.1%,0%,0%
1-Jan-41,  10.55,10.55,-14.2%,0%,0%
1-Dec-40,  10.53,10.53,-14.9%,0%,0%
1-Nov-40,  10.98,10.98,-13.3%,0%,0%
1-Oct-40,  10.73,10.73,-16.8%,0%,0%
1-Sep-40,  10.63,10.63,-16.8%,0%,0%
1-Aug-40,  10.20,10.2,-11.6%,0%,0%
1-Jul-40,  9.99,9.99,-14.7%,0%,0%
1-Jun-40,  9.67,9.67,-15.4%,0%,0%
1-May-40,  10.58,10.58,-5.8%,0%,0%
1-Apr-40,  12.27,12.27,13.3%,12%,10%
1-Mar-40,  12.15,12.15,-1.9%,0%,0%
1-Feb-40,  12.22,12.22,-1.5%,0%,0%
1-Jan-40,  12.30,12.3,-1.6%,0%,0%
1-Dec-39,  12.37,12.37,-2.5%,0%,0%
1-Nov-39,  12.67,12.67,-3.1%,0%,0%
1-Oct-39,  12.90,12.9,-1.2%,0%,0%
1-Sep-39,  12.77,12.77,8.7%,9%,9%
1-Aug-39,  11.54,11.54,-6.3%,0%,0%
1-Jul-39,  11.71,11.71,-4.3%,0%,0%
1-Jun-39,  11.43,11.43,11.9%,12%,10%
1-May-39,  11.23,11.23,12.5%,12%,10%
1-Apr-39,  10.83,10.83,9.5%,10%,10%
1-Mar-39,  12.39,12.39,20.2%,12%,10%
1-Feb-39,  12.40,12.4,12.3%,12%,10%
1-Jan-39,  12.50,12.5,10.5%,11%,10%
1-Dec-38,  12.69,12.69,15.2%,12%,10%
1-Nov-38,  13.07,13.07,16.7%,12%,10%
1-Oct-38,  13.06,13.06,6.4%,6%,6%
1-Sep-38,  11.75,11.75,-18.2%,0%,0%
1-Aug-38,  12.31,12.31,-26.5%,0%,0%
1-Jul-38,  12.24,12.24,-26.1%,0%,0%
1-Jun-38,  10.21,10.21,-34.7%,0%,0%
1-May-38,  9.98,9.98,-38.6%,0%,0%
1-Apr-38,  9.89,9.89,-41.9%,0%,0%
1-Mar-38,  10.31,10.31,-43.0%,0%,0%
1-Feb-38,  11.04,11.04,-39.0%,0%,0%
1-Jan-38,  11.31,11.31,-35.7%,0%,0%
1-Dec-37,  11.02,11.02,-35.4%,0%,0%
1-Nov-37,  11.20,11.2,-35.5%,0%,0%
1-Oct-37,  12.28,12.28,-27.3%,0%,0%
1-Sep-37,  14.37,14.37,-10.5%,0%,0%
1-Aug-37,  16.74,16.74,5.5%,5%,5%
1-Jul-37,  16.57,16.57,6.5%,6%,6%
1-Jun-37,  15.64,15.64,6.5%,6%,6%
1-May-37,  16.25,16.25,15.3%,12%,10%
1-Apr-37,  17.01,17.01,14.3%,12%,10%
1-Mar-37,  18.09,18.09,21.7%,12%,10%
1-Feb-37,  18.11,18.11,24.5%,12%,10%
1-Jan-37,  17.59,17.59,27.8%,12%,10%
1-Dec-36,  17.06,17.06,30.8%,12%,10%
1-Nov-36,  17.36,17.36,33.1%,12%,10%
1-Oct-36,  16.89,16.89,41.7%,12%,10%
1-Sep-36,  16.05,16.05,38.2%,12%,10%
1-Aug-36,  15.87,15.87,39.6%,12%,10%
1-Jul-36,  15.56,15.56,46.1%,12%,10%
1-Jun-36,  14.69,14.69,45.2%,12%,10%
1-May-36,  14.09,14.09,44.5%,12%,10%
1-Apr-36,  14.88,14.88,64.6%,12%,10%
1-Mar-36,  14.86,14.86,76.7%,12%,10%
1-Feb-36,  14.55,14.55,62.0%,12%,10%
1-Jan-36,  13.76,13.76,48.6%,12%,10%
1-Dec-35,  13.04,13.04,40.8%,12%,10%
1-Nov-35,  13.04,13.04,41.7%,12%,10%
1-Oct-35,  11.92,11.92,33.2%,12%,10%
1-Sep-35,  11.61,11.61,30.7%,12%,10%
1-Aug-35,  11.37,11.37,24.9%,12%,10%
1-Jul-35,  10.65,10.65,12.5%,12%,10%
1-Jun-35,  10.12,10.12,1.8%,2%,2%
1-May-35,  9.75,9.75,-0.6%,0%,0%
1-Apr-35,  9.04,9.04,-17.2%,0%,0%
1-Mar-35,  8.41,8.41,-21.7%,0%,0%
1-Feb-35,  8.98,8.98,-20.7%,0%,0%
1-Jan-35,  9.26,9.26,-12.1%,0%,0%
1-Dec-34,  9.26,9.26,-7.1%,0%,0%
1-Nov-34,  9.20,9.2,-5.9%,0%,0%
1-Oct-34,  8.95,8.95,-6.3%,0%,0%
1-Sep-34,  8.88,8.88,-16.1%,0%,0%
1-Aug-34,  9.10,9.1,-14.7%,0%,0%
1-Jul-34,  9.47,9.47,-15.7%,0%,0%
1-Jun-34,  9.94,9.94,-4.3%,0%,0%
1-May-34,  9.81,9.81,10.6%,11%,10%
1-Apr-34,  10.92,10.92,58.5%,12%,10%
1-Mar-34,  10.74,10.74,72.4%,12%,10%
1-Feb-34,  11.32,11.32,81.1%,12%,10%
1-Jan-34,  10.54,10.54,48.7%,12%,10%
1-Dec-33,  9.97,9.97,46.2%,12%,10%
1-Nov-33,  9.78,9.78,38.7%,12%,10%
1-Oct-33,  9.55,9.55,34.1%,12%,10%
1-Sep-33,  10.58,10.58,28.1%,12%,10%
1-Aug-33,  10.67,10.67,41.7%,12%,10%
1-Jul-33,  11.23,11.23,124.2%,12%,10%
1-Jun-33,  10.39,10.39,117.8%,12%,10%
1-May-33,  8.87,8.87,61.0%,12%,10%
1-Apr-33,  6.89,6.89,9.7%,10%,10%
1-Mar-33,  6.23,6.23,-24.6%,0%,0%
1-Feb-33,  6.25,6.25,-24.1%,0%,0%
1-Jan-33,  7.09,7.09,-14.6%,0%,0%
1-Dec-32,  6.82,6.82,-19.2%,0%,0%
1-Nov-32,  7.05,7.05,-32.1%,0%,0%
1-Oct-32,  7.12,7.12,-30.5%,0%,0%
1-Sep-32,  8.26,8.26,-30.2%,0%,0%
1-Aug-32,  7.53,7.53,-45.8%,0%,0%
1-Jul-32,  5.01,5.01,-65.0%,0%,0%
1-Jun-32,  4.77,4.77,-65.6%,0%,0%
1-May-32,  5.51,5.51,-61.5%,0%,0%
1-Apr-32,  6.28,6.28,-60.4%,0%,0%
1-Mar-32,  8.26,8.26,-52.9%,0%,0%
1-Feb-32,  8.23,8.23,-52.2%,0%,0%
1-Jan-32,  8.30,8.3,-48.1%,0%,0%
1-Dec-31,  8.44,8.44,-45.6%,0%,0%
1-Nov-31,  10.39,10.39,-37.5%,0%,0%
1-Oct-31,  10.25,10.25,-42.8%,0%,0%
1-Sep-31,  11.83,11.83,-43.1%,0%,0%
1-Aug-31,  13.90,13.9,-33.1%,0%,0%
1-Jul-31,  14.33,14.33,-32.0%,0%,0%
1-Jun-31,  13.87,13.87,-35.5%,0%,0%
1-May-31,  14.33,14.33,-40.1%,0%,0%
1-Apr-31,  15.86,15.86,-37.7%,0%,0%
1-Mar-31,  17.53,17.53,-26.8%,0%,0%
1-Feb-31,  17.20,17.2,-25.4%,0%,0%
1-Jan-31,  15.98,15.98,-26.4%,0%,0%
1-Dec-30,  15.51,15.51,-27.5%,0%,0%
1-Nov-30,  16.62,16.62,-19.2%,0%,0%
1-Oct-30,  17.92,17.92,-36.0%,0%,0%
1-Sep-30,  20.78,20.78,-33.6%,0%,0%
1-Aug-30,  20.79,20.79,-30.9%,0%,0%
1-Jul-30,  21.06,21.06,-26.1%,0%,0%
1-Jun-30,  21.52,21.52,-17.7%,0%,0%
1-May-30,  23.94,23.94,-6.7%,0%,0%
1-Apr-30,  25.46,25.46,0.7%,1%,1%
1-Mar-30,  23.94,23.94,-5.9%,0%,0%
1-Feb-30,  23.07,23.07,-7.7%,0%,0%
1-Jan-30,  21.71,21.71,-12.7%,0%,0%
1-Dec-29,  21.40,21.4,-7.6%,0%,0%
1-Nov-29,  20.58,20.58,-10.8%,0%,0%
1-Oct-29,  27.99,27.99,29.6%,12%,10%
1-Sep-29,  31.30,31.3,47.9%,12%,10%
1-Aug-29,  30.10,30.1,52.2%,12%,10%
1-Jul-29,  28.48,28.48,48.6%,12%,10%
1-Jun-29,  26.15,26.15,37.5%,12%,10%
1-May-29,  25.66,25.66,28.3%,12%,10%
1-Apr-29,  25.28,25.28,30.3%,12%,10%
1-Mar-29,  25.43,25.43,39.3%,12%,10%
1-Feb-29,  24.99,24.99,44.3%,12%,10%
1-Jan-29,  24.86,24.86,41.8%,12%,10%
1-Dec-28,  23.15,23.15,32.6%,12%,10%
1-Nov-28,  23.06,23.06,35.2%,12%,10%
1-Oct-28,  21.60,21.6,29.5%,12%,10%
1-Sep-28,  21.17,21.17,25.0%,12%,10%
1-Aug-28,  19.78,19.78,23.4%,12%,10%
1-Jul-28,  19.16,19.16,25.9%,12%,10%
1-Jun-28,  19.02,19.02,27.7%,12%,10%
1-May-28,  20.00,20,36.1%,12%,10%
1-Apr-28,  19.40,19.4,36.5%,12%,10%
1-Mar-28,  18.25,18.25,31.6%,12%,10%
1-Feb-28,  17.32,17.32,26.8%,12%,10%
1-Jan-28,  17.53,17.53,30.8%,12%,10%
1-Dec-27,  17.46,17.46,29.4%,12%,10%
1-Nov-27,  17.06,17.06,29.3%,12%,10%
1-Oct-27,  16.68,16.68,28.1%,12%,10%
1-Sep-27,  16.94,16.94,27.2%,12%,10%
1-Aug-27,  16.03,16.03,22.2%,12%,10%
1-Jul-27,  15.22,15.22,20.6%,12%,10%
1-Jun-27,  14.89,14.89,23.0%,12%,10%
1-May-27,  14.70,14.7,27.2%,12%,10%
1-Apr-27,  14.21,14.21,23.8%,12%,10%
1-Mar-27,  13.87,13.87,17.4%,12%,10%
1-Feb-27,  13.66,13.66,7.8%,8%,8%
1-Jan-27,  13.40,13.4,5.9%,6%,6%
1-Dec-26,  13.49,13.49,8.3%,8%,8%
1-Nov-26,  13.19,13.19,7.6%,8%,8%
1-Oct-26,  13.02,13.02,9.5%,10%,10%
1-Sep-26,  13.32,13.32,15.7%,12%,10%
1-Aug-26,  13.12,13.12,16.6%,12%,10%
1-Jul-26,  12.62,12.62,13.7%,12%,10%
1-Jun-26,  12.11,12.11,12.1%,12%,10%
1-May-26,  11.56,11.56,9.0%,9%,9%
1-Apr-26,  11.48,11.48,11.7%,12%,10%
1-Mar-26,  11.81,11.81,13.7%,12%,10%
1-Feb-26,  12.67,12.67,18.7%,12%,10%
1-Jan-26,  12.65,12.65,19.6%,12%,10%
1-Dec-25,  12.46,12.46,22.6%,12%,10%
1-Nov-25,  12.26,12.26,27.2%,12%,10%
1-Oct-25,  11.89,11.89,30.2%,12%,10%
1-Sep-25,  11.51,11.51,24.4%,12%,10%
1-Aug-25,  11.25,11.25,20.4%,12%,10%
1-Jul-25,  11.10,11.1,22.9%,12%,10%
1-Jun-25,  10.80,10.8,25.1%,12%,10%
1-May-25,  10.61,10.61,25.3%,12%,10%
1-Apr-25,  10.28,10.28,20.9%,12%,10%
1-Mar-25,  10.39,10.39,19.4%,12%,10%
1-Feb-25,  10.67,10.67,20.3%,12%,10%
1-Jan-25,  10.58,10.58,19.8%,12%,10%
1-Dec-24,  10.16,10.16,18.8%,12%,10%
1-Nov-24,  9.64,9.64,16.6%,12%,10%
1-Oct-24,  9.13,9.13,13.7%,12%,10%
1-Sep-24,  9.25,9.25,13.5%,12%,10%
1-Aug-24,  9.34,9.34,15.3%,12%,10%
1-Jul-24,  9.03,9.03,12.0%,12%,10%
1-Jun-24,  8.63,8.63,3.5%,3%,3%
1-May-24,  8.47,8.47,-2.3%,0%,0%
1-Apr-24,  8.50,8.5,-6.6%,0%,0%
1-Mar-24,  8.70,8.7,-7.7%,0%,0%
1-Feb-24,  8.87,8.87,-4.4%,0%,0%
1-Jan-24,  8.83,8.83,-0.8%,0%,0%
1-Dec-23,  8.55,8.55,-2.6%,0%,0%
1-Nov-23,  8.27,8.27,-6.0%,0%,0%
1-Oct-23,  8.03,8.03,-13.3%,0%,0%
1-Sep-23,  8.15,8.15,-10.0%,0%,0%
1-Aug-23,  8.10,8.1,-8.3%,0%,0%
1-Jul-23,  8.06,8.06,-5.3%,0%,0%
1-Jun-23,  8.34,8.34,-1.3%,0%,0%
