,,,,IUL Cap,12%
,,,,IUL Floor,0%
,,,,,
Date,Value,Value (Trimmed),Rolling Annual Returns,IUL Returns,IUL Returns Value
1-May-23,  8.67,8.67,1.6%,2%,2%
1-Apr-23,  9.10,9.1,10.8%,11%,10%
1-Mar-23,  9.43,9.43,21.8%,12%,10%
1-Feb-23,  9.28,9.28,24.4%,12%,10%
1-Jan-23,  8.90,8.9,21.9%,12%,10%
1-Dec-22,  8.78,8.78,20.1%,12%,10%
1-Nov-22,  8.80,8.8,24.6%,12%,10%
1-Oct-22,  9.26,9.26,38.2%,12%,10%
1-Sep-22,  9.06,9.06,37.1%,12%,10%
1-Aug-22,  8.83,8.83,36.9%,12%,10%
1-Jul-22,  8.51,8.51,30.3%,12%,10%
1-Jun-22,  8.45,8.45,29.0%,12%,10%
1-May-22,  8.53,8.53,19.8%,12%,10%
1-Apr-22,  8.21,8.21,18.8%,12%,10%
1-Mar-22,  7.74,7.74,12.5%,12%,10%
1-Feb-22,  7.46,7.46,5.7%,6%,6%
1-Jan-22,  7.30,7.3,2.7%,3%,3%
1-Dec-21,  7.31,7.31,7.3%,7%,7%
1-Nov-21,  7.06,7.06,-5.6%,0%,0%
1-Oct-21,  6.70,6.7,-15.0%,0%,0%
1-Sep-21,  6.61,6.61,-16.0%,0%,0%
1-Aug-21,  6.45,6.45,-15.1%,0%,0%
1-Jul-21,  6.53,6.53,-17.4%,0%,0%
1-Jun-21,  6.55,6.55,-17.3%,0%,0%
1-May-21,  7.12,7.12,-11.7%,0%,0%
1-Apr-21,  6.91,6.91,-19.7%,0%,0%
1-Mar-21,  6.88,6.88,-20.6%,0%,0%
1-Feb-21,  7.06,7.06,-12.8%,0%,0%
1-Jan-21,  7.11,7.11,-19.5%,0%,0%
1-Dec-20,  6.81,6.81,-23.7%,0%,0%
1-Nov-20,  7.48,7.48,-18.6%,0%,0%
1-Oct-20,  7.88,7.88,-16.8%,0%,0%
1-Sep-20,  7.87,7.87,-12.7%,0%,0%
1-Aug-20,  7.60,7.6,-14.3%,0%,0%
1-Jul-20,  7.91,7.91,-16.8%,0%,0%
1-Jun-20,  7.92,7.92,-14.0%,0%,0%
1-May-20,  8.06,8.06,-10.1%,0%,0%
1-Apr-20,  8.60,8.6,2.5%,3%,3%
1-Mar-20,  8.67,8.67,6.8%,7%,7%
1-Feb-20,  8.10,8.1,2.8%,3%,3%
1-Jan-20,  8.83,8.83,12.5%,12%,10%
1-Dec-19,  8.92,8.92,12.9%,12%,10%
1-Nov-19,  9.19,9.19,14.0%,12%,10%
1-Oct-19,  9.47,9.47,20.5%,12%,10%
1-Sep-19,  9.01,9.01,19.5%,12%,10%
1-Aug-19,  8.87,8.87,17.0%,12%,10%
1-Jul-19,  9.51,9.51,26.6%,12%,10%
1-Jun-19,  9.21,9.21,23.6%,12%,10%
1-May-19,  8.97,8.97,20.6%,12%,10%
1-Apr-19,  8.39,8.39,16.4%,12%,10%
1-Mar-19,  8.12,8.12,11.5%,12%,10%
1-Feb-19,  7.88,7.88,6.1%,6%,6%
1-Jan-19,  7.85,7.85,8.9%,9%,9%
1-Dec-18,  7.90,7.9,16.2%,12%,10%
1-Nov-18,  8.06,8.06,14.5%,12%,10%
1-Oct-18,  7.86,7.86,2.3%,2%,2%
1-Sep-18,  7.54,7.54,-7.1%,0%,0%
1-Aug-18,  7.58,7.58,-11.1%,0%,0%
1-Jul-18,  7.51,7.51,-14.6%,0%,0%
1-Jun-18,  7.45,7.45,-17.6%,0%,0%
1-May-18,  7.44,7.44,-16.0%,0%,0%
1-Apr-18,  7.21,7.21,-21.4%,0%,0%
1-Mar-18,  7.28,7.28,-21.8%,0%,0%
1-Feb-18,  7.43,7.43,-17.7%,0%,0%
1-Jan-18,  7.21,7.21,-24.7%,0%,0%
1-Dec-17,  6.80,6.8,-30.6%,0%,0%
1-Nov-17,  7.04,7.04,-31.0%,0%,0%
1-Oct-17,  7.68,7.68,-23.0%,0%,0%
1-Sep-17,  8.12,8.12,-16.1%,0%,0%
1-Aug-17,  8.53,8.53,-8.3%,0%,0%
1-Jul-17,  8.79,8.79,-4.8%,0%,0%
1-Jun-17,  9.04,9.04,-3.4%,0%,0%
1-May-17,  8.86,8.86,-4.4%,0%,0%
1-Apr-17,  9.17,9.17,1.1%,1%,1%
1-Mar-17,  9.31,9.31,1.5%,2%,2%
1-Feb-17,  9.03,9.03,-1.8%,0%,0%
1-Jan-17,  9.57,9.57,2.6%,3%,3%
1-Dec-16,  9.80,9.8,3.4%,3%,3%
1-Nov-16,  10.21,10.21,7.9%,8%,8%
1-Oct-16,  9.98,9.98,9.2%,9%,9%
1-Sep-16,  9.68,9.68,11.8%,12%,10%
1-Aug-16,  9.30,9.3,11.4%,11%,10%
1-Jul-16,  9.23,9.23,15.2%,12%,10%
1-Jun-16,  9.36,9.36,16.4%,12%,10%
1-May-16,  9.27,9.27,16.6%,12%,10%
1-Apr-16,  9.07,9.07,11.4%,11%,10%
1-Mar-16,  9.17,9.17,21.1%,12%,10%
1-Feb-16,  9.20,9.2,24.7%,12%,10%
1-Jan-16,  9.33,9.33,24.7%,12%,10%
1-Dec-15,  9.48,9.48,29.0%,12%,10%
1-Nov-15,  9.46,9.46,23.2%,12%,10%
1-Oct-15,  9.14,9.14,19.0%,12%,10%
1-Sep-15,  8.66,8.66,12.8%,12%,10%
1-Aug-15,  8.35,8.35,8.7%,9%,9%
1-Jul-15,  8.01,8.01,4.3%,4%,4%
1-Jun-15,  8.04,8.04,-1.1%,0%,0%
1-May-15,  7.95,7.95,-2.7%,0%,0%
1-Apr-15,  8.14,8.14,0.2%,0%,0%
1-Mar-15,  7.57,7.57,-9.0%,0%,0%
1-Feb-15,  7.38,7.38,-13.0%,0%,0%
1-Jan-15,  7.48,7.48,-10.6%,0%,0%
1-Dec-14,  7.35,7.35,-8.6%,0%,0%
1-Nov-14,  7.68,7.68,-4.6%,0%,0%
1-Oct-14,  7.68,7.68,-7.0%,0%,0%
1-Sep-14,  7.68,7.68,-10.0%,0%,0%
1-Aug-14,  7.68,7.68,-9.1%,0%,0%
1-Jul-14,  7.68,7.68,-6.7%,0%,0%
1-Jun-14,  8.13,8.13,0.1%,0%,0%
1-May-14,  8.17,8.17,-4.4%,0%,0%
1-Apr-14,  8.12,8.12,-7.6%,0%,0%
1-Mar-14,  8.32,8.32,-5.5%,0%,0%
1-Feb-14,  8.48,8.48,-5.5%,0%,0%
1-Jan-14,  8.37,8.37,-10.0%,0%,0%
1-Dec-13,  8.04,8.04,-14.3%,0%,0%
1-Nov-13,  8.05,8.05,-17.3%,0%,0%
1-Oct-13,  8.26,8.26,-16.1%,0%,0%
1-Sep-13,  8.53,8.53,-13.5%,0%,0%
1-Aug-13,  8.45,8.45,-13.9%,0%,0%
1-Jul-13,  8.23,8.23,-14.2%,0%,0%
1-Jun-13,  8.12,8.12,-15.2%,0%,0%
1-May-13,  8.55,8.55,-10.8%,0%,0%
1-Apr-13,  8.79,8.79,-8.3%,0%,0%
1-Mar-13,  8.80,8.8,-5.4%,0%,0%
1-Feb-13,  8.97,8.97,-0.8%,0%,0%
1-Jan-13,  9.30,9.3,2.0%,2%,2%
1-Dec-12,  9.38,9.38,#DIV/0!,#DIV/0!,#DIV/0!
1-Nov-12,  9.73,9.73,#DIV/0!,#DIV/0!,#DIV/0!
1-Oct-12,  9.84,9.84,#DIV/0!,#DIV/0!,#DIV/0!
1-Sep-12,  9.86,9.86,#DIV/0!,#DIV/0!,#DIV/0!
1-Aug-12,  9.81,9.81,#DIV/0!,#DIV/0!,#DIV/0!
1-Jul-12,  9.59,9.59,#DIV/0!,#DIV/0!,#DIV/0!
1-Jun-12,  9.58,9.58,#DIV/0!,#DIV/0!,#DIV/0!
1-May-12,  9.58,9.58,#DIV/0!,#DIV/0!,#DIV/0!
1-Apr-12,  9.59,9.59,#DIV/0!,#DIV/0!,#DIV/0!
1-Mar-12,  9.30,9.3,#DIV/0!,#DIV/0!,#DIV/0!
1-Feb-12,  9.04,9.04,#DIV/0!,#DIV/0!,#DIV/0!
1-Jan-12,  9.12,9.12,#DIV/0!,#DIV/0!,#DIV/0!
